1.500000	5.058594e-01	8.688907e-03	-1.603871e+00	3.500107e-03	1.048810e+01	2.061574e+00
1.700000	5.132161e-01	1.260806e-02	-1.565321e+00	3.117840e-03	7.654883e+00	3.830076e+00
1.900000	5.205078e-01	1.232766e-02	-1.496825e+00	4.418622e-03	5.078328e+00	3.276179e+00
2.100000	5.037109e-01	1.581671e-02	-1.401487e+00	4.257409e-03	3.154529e+00	4.879473e+00
2.300000	4.899740e-01	1.021418e-02	-1.278458e+00	2.518585e-03	1.516576e+00	1.857971e+00
2.500000	4.829427e-01	7.285735e-03	-1.162842e+00	2.772295e-03	7.398163e-01	8.696944e-01
2.700000	4.988281e-01	7.703119e-03	-1.081511e+00	1.363277e-03	4.333801e-01	9.001800e-01
2.900000	5.132813e-01	5.704849e-03	-1.015707e+00	1.482055e-03	3.176507e-01	4.596743e-01
3.100000	4.878906e-01	6.036248e-03	-9.690483e-01	1.105830e-03	2.464787e-01	4.814292e-01
3.300000	4.944661e-01	4.903385e-03	-9.289709e-01	1.642750e-03	2.062080e-01	2.984270e-01
