1.500000	4.609375e-02	9.090743e-03	-7.058708e+02	7.896379e-01	7.496625e+07	5.641667e-01
1.700000	2.773437e-02	5.481291e-03	-7.175072e+02	8.009954e-01	6.060464e+07	1.809743e-01
1.900000	2.578125e-02	4.947231e-03	-7.304637e+02	9.459368e-01	5.012461e+07	1.319079e-01
2.100000	3.164062e-02	5.282833e-03	-7.386628e+02	9.474000e-01	4.201464e+07	1.360863e-01
2.300000	1.484375e-02	3.115219e-03	-7.508173e+02	8.375305e-01	3.619235e+07	4.320652e-02
2.500000	2.617188e-02	3.908203e-03	-7.619630e+02	8.289008e-01	3.156786e+07	6.256250e-02
2.700000	3.710938e-02	9.131773e-03	-7.714583e+02	9.678947e-01	2.776258e+07	3.162616e-01
2.900000	3.359375e-02	8.526011e-03	-7.798703e+02	5.139822e-01	2.462513e+07	2.566810e-01
3.100000	2.343750e-02	5.063079e-03	-7.868820e+02	7.606932e-01	2.193217e+07	8.467742e-02
3.300000	2.734375e-02	8.043461e-03	-7.946506e+02	6.551097e-01	1.973077e+07	2.007576e-01
