1.500000	1.511230e-02	2.815239e-03	-1.411257e+00	2.037138e-03	8.936792e+01	8.656836e-01
1.700000	2.412109e-02	3.583931e-03	-1.387323e+00	1.965181e-03	6.530153e+01	1.237914e+00
1.900000	1.540527e-02	2.697605e-03	-1.325340e+00	1.827929e-03	4.435316e+01	6.275134e-01
2.100000	1.838379e-02	3.681921e-03	-1.238083e+00	2.360408e-03	2.758474e+01	1.057668e+00
2.300000	2.285156e-02	3.543523e-03	-1.130058e+00	1.407385e-03	1.478427e+01	8.944633e-01
2.500000	1.999512e-02	3.137839e-03	-1.013912e+00	2.290333e-03	6.837091e+00	6.452695e-01
2.700000	1.198730e-02	1.779867e-03	-9.175942e-01	1.475141e-03	3.519340e+00	1.922345e-01
2.900000	1.520996e-02	4.123889e-03	-8.271760e-01	1.353981e-03	1.831635e+00	9.608062e-01
3.100000	1.689453e-02	3.699000e-03	-7.580892e-01	1.379365e-03	1.098371e+00	7.231477e-01
3.300000	1.782227e-02	4.789389e-03	-6.964202e-01	5.725122e-04	6.948956e-01	1.138849e+00
