1.500000	0	113	15
1.500000	1	111	17
1.500000	2	110	18
1.500000	3	108	20
1.500000	4	108	20
1.500000	5	113	15
1.500000	6	117	11
1.500000	7	121	7
1.500000	8	113	15
1.500000	9	114	14
1.500000	10	115	13
1.500000	11	116	12
1.500000	12	120	8
1.500000	13	119	9
1.500000	14	110	18
1.500000	15	102	26
1.500000	16	103	25
1.500000	17	101	27
1.500000	18	106	22
1.500000	19	114	14
1.500000	20	116	12
1.500000	21	120	8
1.500000	22	122	6
1.500000	23	122	6
1.500000	24	122	6
1.500000	25	122	6
1.500000	26	118	10
1.500000	27	112	16
1.500000	28	112	16
1.500000	29	105	23
1.500000	30	109	19
1.500000	31	107	21
1.500000	32	110	18
1.500000	33	114	14
1.500000	34	120	8
1.500000	35	117	11
1.500000	36	117	11
1.500000	37	118	10
1.500000	38	118	10
1.500000	39	118	10
1.500000	40	119	9
1.500000	41	125	3
1.500000	42	122	6
1.500000	43	123	5
1.500000	44	119	9
1.500000	45	121	7
1.500000	46	118	10
1.500000	47	113	15
1.500000	48	112	16
1.500000	49	117	11
1.500000	50	122	6
1.500000	51	123	5
1.500000	52	123	5
1.500000	53	116	12
1.500000	54	113	15
1.500000	55	99	29
1.500000	56	98	30
1.500000	57	97	31
1.500000	58	104	24
1.500000	59	107	21
1.500000	60	113	15
1.500000	61	117	11
1.500000	62	118	10
1.500000	63	120	8
1.500000	64	122	6
1.500000	65	120	8
1.500000	66	122	6
1.500000	67	119	9
1.500000	68	116	12
1.500000	69	113	15
1.500000	70	119	9
1.500000	71	119	9
1.500000	72	114	14
1.500000	73	119	9
1.500000	74	123	5
1.500000	75	119	9
1.500000	76	119	9
1.500000	77	121	7
1.500000	78	119	9
1.500000	79	119	9
1.500000	80	117	11
1.500000	81	112	16
1.500000	82	109	19
1.500000	83	110	18
1.500000	84	113	15
1.500000	85	107	21
1.500000	86	102	26
1.500000	87	103	25
1.500000	88	106	22
1.500000	89	111	17
1.500000	90	115	13
1.500000	91	118	10
1.500000	92	122	6
1.500000	93	120	8
1.500000	94	119	9
1.500000	95	121	7
1.500000	96	125	3
1.500000	97	123	5
1.500000	98	124	4
1.500000	99	121	7
1.500000	100	120	8
1.500000	101	123	5
1.500000	102	121	7
1.500000	103	118	10
1.500000	104	112	16
1.500000	105	107	21
1.500000	106	107	21
1.500000	107	110	18
1.500000	108	111	17
1.500000	109	111	17
1.500000	110	109	19
1.500000	111	100	28
1.500000	112	102	26
1.500000	113	104	24
1.500000	114	105	23
1.500000	115	118	10
1.500000	116	121	7
1.500000	117	118	10
1.500000	118	117	11
1.500000	119	119	9
1.500000	120	123	5
1.500000	121	126	2
1.500000	122	128	0
1.500000	123	126	2
1.500000	124	124	4
1.500000	125	119	9
1.500000	126	120	8
1.500000	127	114	14

1.700000	0	114	14
1.700000	1	117	11
1.700000	2	118	10
1.700000	3	118	10
1.700000	4	115	13
1.700000	5	118	10
1.700000	6	122	6
1.700000	7	125	3
1.700000	8	122	6
1.700000	9	115	13
1.700000	10	106	22
1.700000	11	111	17
1.700000	12	106	22
1.700000	13	114	14
1.700000	14	107	21
1.700000	15	115	13
1.700000	16	127	1
1.700000	17	118	10
1.700000	18	118	10
1.700000	19	117	11
1.700000	20	118	10
1.700000	21	126	2
1.700000	22	125	3
1.700000	23	126	2
1.700000	24	122	6
1.700000	25	122	6
1.700000	26	118	10
1.700000	27	123	5
1.700000	28	122	6
1.700000	29	119	9
1.700000	30	118	10
1.700000	31	121	7
1.700000	32	115	13
1.700000	33	117	11
1.700000	34	114	14
1.700000	35	111	17
1.700000	36	109	19
1.700000	37	112	16
1.700000	38	112	16
1.700000	39	102	26
1.700000	40	110	18
1.700000	41	117	11
1.700000	42	115	13
1.700000	43	120	8
1.700000	44	120	8
1.700000	45	115	13
1.700000	46	116	12
1.700000	47	106	22
1.700000	48	96	32
1.700000	49	90	38
1.700000	50	92	36
1.700000	51	100	28
1.700000	52	104	24
1.700000	53	105	23
1.700000	54	119	9
1.700000	55	119	9
1.700000	56	122	6
1.700000	57	127	1
1.700000	58	121	7
1.700000	59	124	4
1.700000	60	119	9
1.700000	61	121	7
1.700000	62	121	7
1.700000	63	118	10
1.700000	64	119	9
1.700000	65	121	7
1.700000	66	124	4
1.700000	67	121	7
1.700000	68	118	10
1.700000	69	116	12
1.700000	70	112	16
1.700000	71	109	19
1.700000	72	109	19
1.700000	73	110	18
1.700000	74	114	14
1.700000	75	116	12
1.700000	76	117	11
1.700000	77	115	13
1.700000	78	111	17
1.700000	79	115	13
1.700000	80	113	15
1.700000	81	117	11
1.700000	82	120	8
1.700000	83	115	13
1.700000	84	122	6
1.700000	85	124	4
1.700000	86	116	12
1.700000	87	117	11
1.700000	88	116	12
1.700000	89	124	4
1.700000	90	117	11
1.700000	91	118	10
1.700000	92	115	13
1.700000	93	109	19
1.700000	94	111	17
1.700000	95	112	16
1.700000	96	110	18
1.700000	97	119	9
1.700000	98	119	9
1.700000	99	123	5
1.700000	100	121	7
1.700000	101	120	8
1.700000	102	119	9
1.700000	103	114	14
1.700000	104	112	16
1.700000	105	115	13
1.700000	106	105	23
1.700000	107	110	18
1.700000	108	112	16
1.700000	109	116	12
1.700000	110	118	10
1.700000	111	125	3
1.700000	112	123	5
1.700000	113	115	13
1.700000	114	110	18
1.700000	115	118	10
1.700000	116	117	11
1.700000	117	120	8
1.700000	118	115	13
1.700000	119	117	11
1.700000	120	113	15
1.700000	121	110	18
1.700000	122	100	28
1.700000	123	100	28
1.700000	124	101	27
1.700000	125	103	25
1.700000	126	109	19
1.700000	127	112	16

1.900000	0	109	19
1.900000	1	113	15
1.900000	2	111	17
1.900000	3	117	11
1.900000	4	119	9
1.900000	5	120	8
1.900000	6	115	13
1.900000	7	104	24
1.900000	8	110	18
1.900000	9	109	19
1.900000	10	113	15
1.900000	11	113	15
1.900000	12	112	16
1.900000	13	119	9
1.900000	14	118	10
1.900000	15	126	2
1.900000	16	115	13
1.900000	17	116	12
1.900000	18	114	14
1.900000	19	109	19
1.900000	20	111	17
1.900000	21	112	16
1.900000	22	111	17
1.900000	23	114	14
1.900000	24	110	18
1.900000	25	112	16
1.900000	26	110	18
1.900000	27	109	19
1.900000	28	111	17
1.900000	29	116	12
1.900000	30	107	21
1.900000	31	108	20
1.900000	32	114	14
1.900000	33	113	15
1.900000	34	112	16
1.900000	35	117	11
1.900000	36	121	7
1.900000	37	123	5
1.900000	38	124	4
1.900000	39	120	8
1.900000	40	114	14
1.900000	41	122	6
1.900000	42	125	3
1.900000	43	128	0
1.900000	44	123	5
1.900000	45	124	4
1.900000	46	120	8
1.900000	47	118	10
1.900000	48	121	7
1.900000	49	126	2
1.900000	50	123	5
1.900000	51	121	7
1.900000	52	121	7
1.900000	53	118	10
1.900000	54	117	11
1.900000	55	110	18
1.900000	56	100	28
1.900000	57	104	24
1.900000	58	117	11
1.900000	59	119	9
1.900000	60	109	19
1.900000	61	117	11
1.900000	62	111	17
1.900000	63	107	21
1.900000	64	116	12
1.900000	65	117	11
1.900000	66	111	17
1.900000	67	103	25
1.900000	68	110	18
1.900000	69	109	19
1.900000	70	117	11
1.900000	71	116	12
1.900000	72	117	11
1.900000	73	118	10
1.900000	74	116	12
1.900000	75	113	15
1.900000	76	115	13
1.900000	77	116	12
1.900000	78	121	7
1.900000	79	121	7
1.900000	80	113	15
1.900000	81	114	14
1.900000	82	115	13
1.900000	83	120	8
1.900000	84	119	9
1.900000	85	118	10
1.900000	86	119	9
1.900000	87	116	12
1.900000	88	120	8
1.900000	89	124	4
1.900000	90	119	9
1.900000	91	123	5
1.900000	92	124	4
1.900000	93	124	4
1.900000	94	122	6
1.900000	95	118	10
1.900000	96	122	6
1.900000	97	116	12
1.900000	98	119	9
1.900000	99	118	10
1.900000	100	115	13
1.900000	101	113	15
1.900000	102	103	25
1.900000	103	104	24
1.900000	104	101	27
1.900000	105	103	25
1.900000	106	102	26
1.900000	107	102	26
1.900000	108	104	24
1.900000	109	104	24
1.900000	110	102	26
1.900000	111	109	19
1.900000	112	113	15
1.900000	113	110	18
1.900000	114	111	17
1.900000	115	112	16
1.900000	116	119	9
1.900000	117	115	13
1.900000	118	120	8
1.900000	119	127	1
1.900000	120	127	1
1.900000	121	125	3
1.900000	122	120	8
1.900000	123	119	9
1.900000	124	124	4
1.900000	125	120	8
1.900000	126	121	7
1.900000	127	110	18

2.100000	0	114	14
2.100000	1	109	19
2.100000	2	109	19
2.100000	3	104	24
2.100000	4	102	26
2.100000	5	104	24
2.100000	6	102	26
2.100000	7	109	19
2.100000	8	104	24
2.100000	9	110	18
2.100000	10	117	11
2.100000	11	116	12
2.100000	12	119	9
2.100000	13	112	16
2.100000	14	116	12
2.100000	15	117	11
2.100000	16	120	8
2.100000	17	121	7
2.100000	18	125	3
2.100000	19	123	5
2.100000	20	122	6
2.100000	21	118	10
2.100000	22	119	9
2.100000	23	122	6
2.100000	24	116	12
2.100000	25	113	15
2.100000	26	122	6
2.100000	27	120	8
2.100000	28	115	13
2.100000	29	114	14
2.100000	30	112	16
2.100000	31	111	17
2.100000	32	108	20
2.100000	33	107	21
2.100000	34	110	18
2.100000	35	114	14
2.100000	36	114	14
2.100000	37	116	12
2.100000	38	116	12
2.100000	39	115	13
2.100000	40	111	17
2.100000	41	110	18
2.100000	42	116	12
2.100000	43	111	17
2.100000	44	114	14
2.100000	45	103	25
2.100000	46	108	20
2.100000	47	114	14
2.100000	48	106	22
2.100000	49	113	15
2.100000	50	115	13
2.100000	51	112	16
2.100000	52	117	11
2.100000	53	124	4
2.100000	54	119	9
2.100000	55	117	11
2.100000	56	122	6
2.100000	57	122	6
2.100000	58	120	8
2.100000	59	116	12
2.100000	60	113	15
2.100000	61	115	13
2.100000	62	110	18
2.100000	63	119	9
2.100000	64	124	4
2.100000	65	119	9
2.100000	66	112	16
2.100000	67	112	16
2.100000	68	120	8
2.100000	69	122	6
2.100000	70	116	12
2.100000	71	111	17
2.100000	72	113	15
