1.500000	7.994253e-01	3.305164e-03	-8.480256e+01	1.988792e-01	4.173520e+06	2.983010e-01
1.700000	7.919540e-01	2.531907e-03	-8.521265e+01	1.983242e-01	3.293120e+06	1.544566e-01
1.900000	7.924210e-01	3.065581e-03	-8.511015e+01	2.331324e-01	2.636950e+06	2.025965e-01
2.100000	8.019935e-01	4.660777e-03	-8.550406e+01	1.496432e-01	2.173162e+06	4.236988e-01
2.300000	8.043283e-01	4.371074e-03	-8.569702e+01	1.722517e-01	1.825411e+06	3.402580e-01
2.500000	8.059626e-01	3.522332e-03	-8.629017e+01	2.496193e-01	1.564143e+06	2.032734e-01
2.700000	7.931214e-01	4.216184e-03	-8.594755e+01	2.453187e-01	1.329741e+06	2.696716e-01
2.900000	8.066631e-01	2.994519e-03	-8.670404e+01	1.756950e-01	1.171453e+06	1.266532e-01
3.100000	8.008261e-01	3.750196e-03	-8.699349e+01	1.313517e-01	1.033532e+06	1.858259e-01
3.300000	7.991918e-01	3.587502e-03	-8.671544e+01	2.023614e-01	9.076119e+05	1.597461e-01
