0.387032, 0
0.723262, 0
1, 0
1.5234, 0
5.20455, 0
9.58222, 0
19.2012, 0
30.0475, 0
39.4813, 0

0.288235, 0.273754
0.694972, -0.202139
0.985201, 0.172107
1.51702, -0.139187
5.204, 0.0756578
9.58206, -0.0560214
19.2012, 0.0392727
30.0474, -0.0311872
39.4813, 0.0271444

0.0536239, 0.418516
0.61243, -0.388497
0.941253, 0.339121
1.49794, -0.277209
5.20236, 0.1513
9.58157, -0.112041
19.201, 0.0785453
30.0474, -0.0623743
39.4812, 0.0542888

-0.202115, 0.398369
0.482371, -0.544713
0.869488, 0.496112
1.46633, -0.412909
5.19963, 0.22691
9.58076, -0.168056
19.2008, 0.117818
30.0473, -0.0935614
39.4812, 0.0814331

-0.390741, 0.245945
0.315248, -0.65907
0.77207, 0.638466
1.42244, -0.545152
5.19581, 0.302472
9.57963, -0.224066
19.2006, 0.157089
30.0472, -0.124748
39.4811, 0.108577

-0.461855, 0.019556
0.124197, -0.723402
0.651929, 0.762027
1.36664, -0.67283
5.1909, 0.377971
9.57817, -0.280068
19.2002, 0.19636
30.047, -0.155935
39.481, 0.135722

-0.394581, -0.212693
-0.0761494, -0.733584
0.512657, 0.863224
1.2994, -0.794873
5.1849, 0.45339
9.57639, -0.336061
19.1998, 0.235631
30.0469, -0.187122
39.4809, 0.162866

-0.197638, -0.375046
-0.270876, -0.689642
0.358391, 0.939173
1.22128, -0.910258
5.17781, 0.528714
9.57429, -0.392042
19.1992, 0.2749
30.0467, -0.218308
39.4808, 0.19001

0.0760866, -0.391699
-0.445891, -0.595516
0.193684, 0.987755
1.13293, -1.01802
5.16963, 0.603928
9.57186, -0.448009
19.1986, 0.314168
30.0464, -0.249494
39.4807, 0.217154

0.314363, -0.225861
-0.588852, -0.458581
0.0233572, 1.00767
1.0351, -1.11725
5.16037, 0.679014
9.56911, -0.503961
19.1979, 0.353435
30.0461, -0.28068
39.4805, 0.244298

0.392216, 0.055238
-0.689889, -0.288997
-0.147644, 0.998457
0.928589, -1.20712
5.15003, 0.753957
9.56603, -0.559896
19.1972, 0.3927
30.0458, -0.311866
39.4803, 0.271442

0.283247, 0.310026
-0.742128, -0.0989724
-0.314394, 0.960502
0.814302, -1.28688
5.1386, 0.828742
9.56264, -0.615812
19.1963, 0.431964
30.0455, -0.343051
39.4801, 0.298585

0.0610677, 0.440899
-0.742027, 0.098033
-0.472128, 0.895006
0.693192, -1.35585
5.1261, 0.903354
9.55892, -0.671706
19.1954, 0.471226
30.0451, -0.374236
39.4799, 0.325729

-0.181608, 0.423788
-0.689545, 0.288118
-0.616374, 0.803943
0.566273, -1.41346
5.11252, 0.977775
9.55487, -0.727577
19.1944, 0.510485
30.0447, -0.405421
39.4797, 0.352872

-0.369438, 0.278696
-0.588162, 0.457772
-0.743071, 0.689991
0.434606, -1.45921
5.09787, 1.05199
9.55051, -0.783424
19.1933, 0.549743
30.0442, -0.436605
39.4794, 0.380015

-0.446932, 0.0503696
-0.444729, 0.594699
-0.848672, 0.556451
0.299297, -1.49273
5.08215, 1.12599
9.54582, -0.839243
19.1921, 0.588999
30.0438, -0.467788
39.4791, 0.407158

-0.379024, -0.194343
-0.26915, 0.688641
-0.930238, 0.407152
0.161478, -1.51373
5.06537, 1.19974
9.54081, -0.895034
19.1909, 0.628252
30.0433, -0.498971
39.4788, 0.434301

-0.165944, -0.364619
-0.0738614, 0.732155
-0.985505, 0.246344
0.0223044, -1.52202
5.04752, 1.27325
9.53548, -0.950795
19.1896, 0.667502
30.0427, -0.530154
39.4785, 0.461444

0.123536, -0.367029
0.126915, 0.721284
-1.01294, 0.0785798
-0.117055, -1.51754
5.02861, 1.34649
9.52983, -1.00652
19.1882, 0.706749
30.0421, -0.561336
39.4782, 0.488586

0.350058, -0.182388
0.318129, 0.656064
-1.01179, -0.091402
-0.255431, -1.50033
5.00865, 1.41945
9.52385, -1.06222
19.1867, 0.745994
30.0415, -0.592517
39.4778, 0.515728

0.408106, 0.0900339
0.485053, 0.540748
-0.982081, -0.258803
-0.391662, -1.47051
4.98764, 1.49211
9.51756, -1.11787
19.1851, 0.785235
30.0409, -0.623698
39.4775, 0.54287

0.300667, 0.325947
0.614524, 0.383676
-0.924618, -0.418892
-0.524602, -1.42835
4.96558, 1.56445
9.51094, -1.17349
19.1835, 0.824473
30.0402, -0.654878
39.4771, 0.570012

0.0911719, 0.451222
0.696159, 0.196739
-0.840988, -0.567126
-0.653135, -1.37418
4.94248, 1.63647
9.504, -1.22907
19.1817, 0.863708
30.0395, -0.686057
39.4767, 0.597153

-0.145984, 0.43959
0.72337, -0.00557956
-0.733507, -0.699276
-0.776178, -1.30846
4.91834, 1.70814
9.49674, -1.28461
19.1799, 0.902939
30.0388, -0.717235
39.4762, 0.624294

-0.33966, 0.297033
0.694022, -0.207461
-0.605165, -0.81154
-0.892696, -1.23175
4.89317, 1.77946
9.48916, -1.3401
19.178, 0.942166
30.038, -0.748413
39.4758, 0.651435

-0.423899, 0.0587746
0.610628, -0.393186
-0.459557, -0.900649
-1.00171, -1.14468
4.86698, 1.8504
9.48126, -1.39555
19.1761, 0.98139
30.0372, -0.77959
39.4753, 0.678575

-0.348056, -0.20168
0.480055, -0.548531
-0.30079, -0.963971
-1.10229, -1.04798
4.83976, 1.92096
9.47305, -1.45095
19.174, 1.02061
30.0364, -0.810766
39.4748, 0.705716

-0.113946, -0.370428
0.312796, -0.661955
-0.133376, -0.999582
-1.1936, -0.942466
4.81154, 1.99111
9.46451, -1.5063
19.1719, 1.05982
30.0355, -0.841941
39.4743, 0.732855

0.178103, -0.350824
0.121946, -0.725453
0.0378891, -1.00634
-1.27487, -0.82902
4.7823, 2.06084
9.45565, -1.5616
19.1697, 1.09903
30.0346, -0.873115
39.4738, 0.759995

0.383597, -0.160724
-0.0779702, -0.735013
0.208057, -0.98394
-1.34541, -0.708596
4.75206, 2.13014
9.44648, -1.61685
19.1674, 1.13824
30.0336, -0.904289
39.4733, 0.787134

0.431273, 0.0955012
-0.27217, -0.690698
0.372171, -0.932903
-1.40462, -0.582207
4.72083, 2.199
9.43699, -1.67204
19.165, 1.17744
30.0327, -0.935461
39.4727, 0.814272

0.330841, 0.318929
-0.446679, -0.596416
0.525414, -0.854614
-1.452, -0.450916
4.6886, 2.26739
9.42717, -1.72718
19.1625, 1.21664
30.0317, -0.966632
39.4721, 0.841411

0.129499, 0.44508
-0.589232, -0.459466
0.663255, -0.751272
-1.48716, -0.315827
4.6554, 2.33531
9.41705, -1.78225
19.16, 1.25583
30.0306, -0.997802
39.4715, 0.868549

-0.110326, 0.438961
-0.689976, -0.289915
0.781592, -0.625834
-1.50978, -0.178077
4.62122, 2.40274
9.4066, -1.83727
19.1574, 1.29501
30.0296, -1.02897
39.4709, 0.895686

-0.314932, 0.292717
-0.742002, -0.0998935
0.876884, -0.481943
-1.51969, -0.0388276
4.58607, 2.46967
9.39584, -1.89222
19.1547, 1.33419
30.0285, -1.06014
39.4703, 0.922823

-0.402262, 0.0374704
-0.741696, 0.0971736
0.946269, -0.323812
-1.51679, 0.10075
4.54996, 2.53607
9.38476, -1.94711
19.1519, 1.37337
30.0273, -1.09131
39.4696, 0.94996

-0.30903, -0.234595
-0.68894, 0.287369
0.987659, -0.1561
-1.50111, 0.239478
4.5129, 2.60195
9.37337, -2.00194
19.1491, 1.41254
30.0262, -1.12247
39.4689, 0.977096

-0.0591861, -0.387771
-0.587158, 0.457117
0.999809, 0.0162348
-1.47278, 0.376189
4.47489, 2.66728
9.36166, -2.0567
