1.500000	8.059626e-01	4.352953e-03	-8.495841e+01	1.740068e-01	4.189966e+06	5.174123e-01
1.700000	8.057292e-01	4.182433e-03	-8.515228e+01	1.957886e-01	3.289415e+06	4.214723e-01
1.900000	8.010596e-01	2.671246e-03	-8.557324e+01	1.859554e-01	2.667436e+06	1.538276e-01
2.100000	8.019935e-01	3.797143e-03	-8.540786e+01	1.461538e-01	2.164372e+06	2.812254e-01
2.300000	8.029274e-01	3.828596e-03	-8.613794e+01	1.817212e-01	1.838201e+06	2.610425e-01
2.500000	8.033944e-01	3.885130e-03	-8.627859e+01	1.578394e-01	1.564685e+06	2.473040e-01
2.700000	7.991918e-01	3.400278e-03	-8.627672e+01	1.136076e-01	1.341032e+06	1.753982e-01
2.900000	8.001257e-01	3.302689e-03	-8.665704e+01	1.171131e-01	1.173531e+06	1.540626e-01
3.100000	7.973240e-01	3.048641e-03	-8.640596e+01	2.217476e-01	1.021764e+06	1.228035e-01
3.300000	7.924210e-01	2.645615e-03	-8.689805e+01	1.115409e-01	9.112420e+05	8.687589e-02
