1.500000	4.986816e-01	1.674843e-03	-1.524305e+00	1.333975e-03	5.371798e+01	3.063918e-01
1.700000	4.957194e-01	3.925466e-03	-1.490761e+00	1.826566e-03	3.975544e+01	1.485092e+00
1.900000	5.069010e-01	4.806324e-03	-1.433155e+00	1.155918e-03	2.690669e+01	1.992014e+00
2.100000	4.979329e-01	3.870417e-03	-1.347528e+00	1.554029e-03	1.436660e+01	1.168736e+00
2.300000	4.991374e-01	1.487821e-03	-1.251844e+00	7.746765e-04	6.518783e+00	1.576861e-01
2.500000	5.042806e-01	2.436524e-03	-1.156797e+00	1.337978e-03	2.797799e+00	3.890642e-01
2.700000	4.901530e-01	1.834253e-03	-1.086227e+00	1.461139e-03	1.458480e+00	2.041618e-01
2.900000	4.995280e-01	3.013174e-03	-1.023160e+00	7.800977e-04	7.740933e-01	5.129445e-01
3.100000	5.013997e-01	1.438603e-03	-9.722850e-01	5.424277e-04	4.608898e-01	1.093806e-01
3.300000	5.022786e-01	1.266397e-03	-9.316581e-01	3.525109e-04	3.255023e-01	7.962437e-02
